level,type,Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
6,country,Philippines,550,556,776,1238,1591,1459,1520,1249,1752,1247,2240,195,1542,491,688,1850.936,2928.791,2823.719,1544.028,1990.338,1070.38694,2007.150725,3215.415155,3737.37174,5739.574024,5639.155962,8279.548275,10256.4424,9948.598824,8671.36587,6822.13329,11983.36333,9199.94291
6,country,Singapore,5574.749108,4887.09444,2204.33771,4686.314434,8550.188551,11942.80997,11432.37071,15701.73962,5958.652008,18852.95228,14751.79238,17301.64311,5338.352163,16353.24708,22324.8907,17747.77698,37480.37988,42608.91779,11810.14376,18531.87671,57460.08463,39890.36238,60102.98636,56671.62151,73286.61063,59700.10838,67502.081,85368.7008,73561.02494,97483.50264,72902.6876,131151.4921,141210.9668
6,country,Thailand,2575,2049,2151,1807,1369,2070,2338,3882,7492,6106.384723,3410.119,5073.202,3355.416,5222.348,5858.576,8215.637196,8917.470352,8626.050219,8568.223056,6409.212645,14657.48464,2474.001122,12897.16828,15945.52415,4975.455214,8927.67569,3486.275654,8285.16982,13751.76206,5518.718141,-4950.998357,14640.87303,10033.65814
6,country,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0.942,4.519,0,0.908,8.4779999,8.695,39.698,49.9309999,28.5159999,47.075,38.5309999,49.615,49.344,42.9949999,5.479,6.716,47.926,-106.2797498,-804.7964807,-755.276826,262.459429
6,country,Viet Nam,180,375.190278,473.945856,926.3037149,1944.515936,1780.4,2395,2220,1671,1412,1289,1300,1400,1450,1610,1954,2400,6981,9578.997494,7600,8000,7519,8368,8900,9200,11800,12600,14100,15500,16120,15800,15660,17900
4,region,South Asia,212.8013324,446.9391184,754.3819734,1354.268129,1949.959489,2816.345383,3379.97025,5413.6109,3926.5707,3249.482345,4866.284758,6747.142387,10570.66549,8376.23338,10864.7833,14182.11403,28589.52589,34594.65224,56591.64915,42466.31576,34862.51151,44331.58997,32364.80725,35612.52316,41449.47332,51227.32277,54307.28101,51643.65258,52261.75249,59090.40166,71049.67868,52683.0298,57369.66486
5,country,Afghanistan,0.00001,-0.28,0.36,-0.02,0.02,-0.0933266,0.69,-1.46,-0.01,6.04,0.17,0.68,50,57.7999999,186.9,271,238,188.69,46.03374,197.5127275,54.200551,57.620844,40.863937,48.311346,42.9752625,169.146608,93.5913153,51.5338968,119.4351057,23.4045536,12.970148,20.6009761,0
5,country,Bangladesh,3.23878,1.3904399,3.7218499,14.0498999,11.1478,92.2999999,231.61,575.2899999,576.46,309.12,578.6399999,354.47,335.47,350.25,460.3999999,845.2599999,792.48,666.36,1086.31,700.1599999,913.32,1136.38,1292.56,1599.16,1551.28,2235.39,2332.72,2151.56,3613.3,2873.95,2563.58,2895.56,3479.95
5,country,Bhutan,1.6,0.6,0,0,0,0.05,1.3999999,-0.7,0,1.05027476,0,0,2.425411898,3.370306526,8.859907539,6.210884351,72.16203922,40.19639975,4.434138023,12.77262375,26.24735296,33.48539107,53.8107984,17.99592179,23.4347091,6.494769893,-7.424062929,-6.589037856,6.066303602,3.21717201,0.6100900698,1.112871999,10.7774791
5,country,India,236.69,75,252,532,974,2151,2525,3619,2633,2168,3587.989747,5477.637624,5629.671078,4321.076437,5777.8072,7621.768707,20327.76392,25349.89177,47102.41725,35633.93949,27417.07664,36190.45603,24195.76692,28199.42198,34582.09681,44064.10172,44480.57175,39903.8404,42156.19337,50558.331,64072.23849,44762.67964,49354.61195
5,country,"Iran, Islamic Republic of",-361.9499999,22.59,8.5,207.55,0.294,8.7629999,20.4899999,43.012,37.596,15.621,193.5749999,408.11876,3519.38036,2877.4815,3037.29984,2889.19167,2317.5385,2017.79175,1979.98801,2983.42191,3648.97241,4276.71869,4661.7344,3049.945,2105.494,2050,3372,5019,2373,1508,1342,1425,1500
5,country,Maldives,5.5999999,6.5,6.5999999,6.9,8.7428699,7.23071,9.31525,11.4088999,11.5,12.3,22.2648385,20.4982048,24.6711804,31.7689856,52.9337017,73.2309846,95.229413,132.4320807,181.2554317,157.9635867,216.4689456,423.530664,227.9768667,360.8163362,333.375218,297.9759934,456.6390573,457.8083136,575.6580282,961.0375657,440.7117094,642.8307136,721.8955902
5,country,Nepal,5.94,2.22,0,0,0,0,19.16,23.0599999,12.0246999,4.35107,-0.484827,20.85,-5.95254,1.7861505,-0.417346,2.4517799,-6.6479799,5.8902356,1.0105831,38.5454292,86.6256087,95.486355,91.9777409,71.3212672,30.1883465,51.5580293,106.1335713,197.7759642,67.0556752,184.995134,126.4925756,195.955631,65.1346332
5,country,Pakistan,278.3311425,271.9186785,360.5691236,399.3022291,789.3408189,492.095,439.305,711,506,532,309,383,823,534,1118,2201,4273,5590,5438,2338,2022,1162,859,1333,1887,1673,2576,2496,1737,2234,2057,2147,1339
5,country,Sri Lanka,43.3513999,67,122.631,194.4859999,166.4139999,65,133,433,150,201,175.13,81.8877982,192,198.6999999,223,272,480,603.3999999,752.2,404,477.6,955.912,941.1165912,932.5513176,893.6289803,679.6556442,897.0493759,1372.723043,1614.044009,743.4662315,434.0756685,592.2899699,898.2952138
4,region,West Asia,800.3129998,2152.567,3108.184,2108.098098,1921.086684,2643.525335,4789.726948,6077.892828,4578.247275,2485.552413,3983.79014,7720.774644,6072.84053,16074.28164,25458.08437,46922.34645,69328.337,76465.06545,88021.64278,70447.0984,65103.69382,56043.92055,52809.47227,44356.98388,38317.29023,37176.01391,38498.64454,33183.03503,34989.29845,37147.27772,35429.29861,55910.5844,48267.98292
5,country,Armenia,3.8999999,19.62,2.3999999,0.8,8,25.32,17.57,51.9399999,232.375,122.034,104.1889999,69.869,110.7249999,122.8529999,247.1406085,292.0732202,466.5319919,667.6715621,943.7330595,760.0407459,529.3213916,653.2197565,496.6367011,346.0923944,406.5784067,184.1279863,333.8239455,252.7479907,266.8550488,100.2872144,58.5827501,366.4452148,998.0554254
5,country,Azerbaijan,0,0,0,0.01,22,155,591,1051,1022.97,510.3199999,129.93,226.5099999,1392.44,3285,3556.1,1679.92,-583.985,-4748.88,14.09,473.305,563,1465,2004.6,2632,4430.4,4047.7,4500,2867,1403,1503.9,507,-1707.7,-4474.47
5,country,Bahrain,-182.9,619.5,868.62,-275,208.0999999,430.5899999,2048.2,868.6170213,-275,453.723404,363.5638295,80.31914867,217.0212763,516.700266,865.3082447,1048.670213,2914.893617,912.2340426,2638.297872,257.1808511,155.8510638,97.52659574,1544.680851,3728.723404,1518.617021,64.89361676,243.3510638,1426.06383,1654.255319,1548.138298,1021.382979,1779.175532,1951.329787
5,country,Georgia,0,0,0,0.01,8,0,0,242.586,265.3319999,82.2069999,131.2318783,109.8398354,160.2119604,334.6490907,492.32944,452.752292,1171.1795,1764.7208,1575.243,666.7746,865.6377,1133.971,1048.227,1039.17416,1836.97998,1728.75813,1653.99338,1990.52644,1351.5297,1352.18174,589.79809,1241.82174,1999.99014
5,country,Iraq,-6.8099999,7.6859999,0.093,0.803,-0.03,0,-1.994,1.153,7.3879999,0,-0.032,-6.6559999,-0.326,1000,300,515.3,383,971.8,1855.7,1598.3,1396.2,1882.3,3400.4,-2335.3,-10176.4,-7574.2,-6255.9,-5032.4,-4885.1,-3508.2,-2859.1,-2637,-2088.2
5,country,Jordan,37.6499999,-11.89,40.7199999,-33.5499999,2.85,13.31,15.51,360.9309999,310.014,156.4,913.25811,273.6248237,238.2228491,546.9675599,936.8124118,1984.48519,3544.005642,2622.143864,2826.255131,2413.098592,1688.591549,1485.915493,1548.309859,1946.760563,2178.450704,1600.28169,1552.957746,2029.71831,954.9295775,729.7183099,760.2816901,621.8309859,1137.042254
5,country,Kuwait,5.5999999,0.8,35.2999999,13.25209797,0.03368477785,6.701334906,347.350948,19.77919822,59.06364436,72.26976332,16.29981223,-111.5161633,3.619444975,-67.11139149,23.75296912,233.9041092,121.3056903,111.5356735,-5.951760977,1113.589659,1304.625641,3259.066896,2872.584429,1433.627621,953.4647855,310.5515204,418.7464119,348.1221688,204.0169958,350.7254974,239.6867744,567.2268211,757.7713698
5,country,Lebanon,6.45,1.6299999,18.46,7.4,22.5599999,35,80,1799.6,1134.903121,871.6765421,993.475,1453.907,1335.964,2860.020313,2483.692693,3321.491495,3131.673755,3375.980758,4002.061782,4378.90762,3708.379679,3137.050288,3111.315,2661.087128,2862.509427,2159.289952,2568.485071,2522.409653,2658.003845,1905.36274,1606.894722,605.143327,457.878416
5,country,Oman,142.263,135.241,104.291,142.0029999,76.4629999,46.2939999,60.6,65.0266088,101.4415098,39.0117035,83.2,5.2,122,25,111,1538,1597,3332,2952,1485,1243.172952,1752.925878,1365.409623,1612.483745,1287.386216,-2171.651495,2265.279584,2988.296489,6455.136541,4236.671001,2889.46684,4020.806242,3715.648028
5,country,Qatar,4.8799999,42.5399999,39.5799999,72.0499999,131.8499999,93.56,338.87,418.3299999,347.3,113.25,251.5999999,295.5199999,623.9199999,624.9199999,1198.97,2500,3500,4700,3778.626374,8124.736264,4670.32967,938.5164835,395.8791208,-840.3849999,1040.385,1070.879,773.9009998,985.989011,-2186.263736,-2812.637363,-2434.065934,-1093.406593,76.0989011
5,country,Saudi Arabia,312,165,250,180,690,578,64,57,94,123,183,504,453,778.461364,1942,12097.333,18293.17333,24334.78319,39455.86393,36457.66667,29232.70667,16308.28,12182.37333,8864.693333,8011.786667,8141.026667,7452.533333,1418.843614,4247.119093,4562.573671,5399.15704,19285.64358,7886.341958
5,country,State of Palestine,0,0,0,0,0,122.5999999,177.1999999,163,218.1999999,188.5999999,62.005,19.1759999,9.4399999,17.972,48.8999998,46.542,18.588,28.2959999,51.508,300.468,206.2829998,349.31,58.405,175.7119999,159.6999998,102.9,296.6999999,188.3445258,251.6283945,131.8799842,79.7449923,353.4770549,232.9411621
5,country,Syrian Arab Republic,40,54,57,60,65,70,89,80,82,263,270,110,115,160,320,583,659,1241.959115,1465.623386,2569.548272,1469.196863,804.1626353,0,0,0,0,0,0,0,0,0,0,0
5,country,Türkiye,684,810,844,636,608,885,722,805,940,783,982,3352,1082,1702,2785,10031,20185,22047,19851,8585,9085,16143,13745,13461,12969,18976,13651,11113,12511,9543,7686,11840,12881
5,country,United Arab Emirates,-115.8199999,25.94,129.72,401.3199999,62.46,399.85,300.5199999,232.43,257.66,-985.34,-506.3299999,1183.84,95.2999999,4255.956433,10003.5,10899.93193,12805.99047,14186.52144,5062.972005,1134.288135,8796.769641,7152.095826,9566.651351,9764.914527,11071.53702,8550.901847,9604.773,10354.223,10385.286,17874.6594,19884.46866,20667.12049,22736.55548
5,country,Yemen,-130.9,282.5,718,903,15.8,-217.6999999,-60.1,-138.5,-219.4,-307.6,6.39951,155.1409999,114.302,-89.1069999,143.578,-302.057,1120.98,917.2989999,1554.62,129.1939999,188.6279999,-518.4203,-531,-133.5999999,-233.1049999,-15.445,-561,-269.85,-282.0983333,-370.9827777,0,0,0
4,region,Central Asia,0,0,118.00001,1417.4,885.88,1279.3347,1399.7327,1697.608287,1501.959897,1735.010672,1509.406699,3102.301,2972.24897,2477.8226,5134.991587,2637.793,7554.601,13286.557,17501.799,18958.207,17440.72595,19873.09531,17757.65113,14826.93164,13827.4946,9854.341991,13381.4702,8797.396082,6632.702964,8222.77646,6539.167185,7209.907107,10040.7181
5,country,Kazakhstan,0,0,100,1271.4,659.7,964.2599999,1136.88,1321.907487,1160.891013,1437.694772,1282.524399,2834.9986,2590.21757,2092.0288,4157.208487,1971.218,6278.168,11119.037,14321.757,13242.5,11550.716,13973.069,13336.999,10321,8489.396314,4056.61306,8514.316337,4714.080831,3897.758635,3284.181061,3669.642765,3336.794806,6108.412849
5,country,Kyrgyzstan,0,0,0,10,38.18,96.0746999,46.7927,83.0408,109.2284849,44.4129999,-2.361,5.007,4.665,45.5439999,175.458,42.5649999,182.023,207.9199999,376.992,189.377,437.586,693.528,292,626.0937,248,1141.8836,616,-107,144,404,-401.5,226.2,290.9
5,country,Tajikistan,0,0,9,9,12,10,18,18,29.9404,6.7028999,23.5432999,9.4954,36.0664,31.6497999,272.0250999,14.21,189.71,398.3999999,814.75,131.3299999,157.37573,200.37916,254.7928399,326.841,451.29129,571.67804,345.4070572,307.0296807,359.6176023,364.4803107,106.5347928,84.0381815,174.0222405
5,country,Turkmenistan,0,0,0.00001,79,103,233,108.06,107.86,62.2999999,125,131,170,276,226,353.6999999,418.1999999,730.8999999,856,1277,4553,3632.3,3391.067,3129.614737,2861.420712,3830.131,3042.968,2243.16,2085.944135,1606.640192,1853.632129,1436.241797,1287.33469,936.03971
5,country,Uzbekistan,0,0,9,48,73,-24,90,166.8,139.5999999,121.2,74.7,82.7999999,65.2999999,82.5999999,176.5999999,191.5999999,173.8,705.2,711.2999999,842,1662.748216,1615.05215,744.2445522,691.576226,808.6759966,1041.199291,1662.586807,1797.341436,624.6865355,2316.48296,1728.24783,2275.53943,2531.3433
3,region,Latin America and the Caribbean,8536.8303,11204.45071,16066.63777,13823.43875,27668.63888,29842.59397,43527.51959,65873.36953,71028.96918,88559.50531,79827.49079,72784.75788,56379.4929,45621.36812,68117.52422,76915.63297,74031.32366,117109.5555,138897.537,86001.47708,160746.3493,201349.832,196613.0755,191567.5974,164590.0717,156410.4184,134392.8594,156051.8611,154463.8694,158143.1632,89857.31286,137898.355,208454.3636
4,region,South and Central America,8099.7303,10717.55071,15515.33777,13116.53875,26813.69976,28977.79397,42886.91959,64245.86953,69217.40918,86024.70531,77711.16816,70251.91788,54187.49291,43465.56812,65602.88122,74144.74897,71021.22366,113671.1555,131760.337,82530.60708,157767.5749,198694.8845,194805.6897,190000.3959,161039.0095,152998.0308,130976.8809,151688.3485,151749.1345,154197.7749,85951.82385,135338.1577,204538.2724
5,region,South America,5044.1873,5444.37771,10535.24477,8046.953746,14976.61276,18612.67047,32578.38659,49255.01253,52557.63698,69643.7149,57099.00523,37826.83147,27986.2709,22688.4876,37026.3306,44080.15782,43641.57593,73542.74829,94347.42181,60038.35651,124187.1163,163964.5508,163807.3935,131559.2082,118906.9284,105883.9736,89145.41286,106360.9994,106690.3859,110190.1638,53374.44676,92776.15141,160057.9315
6,country,Argentina,1836,2439,4430.978,2793.085,3634.932,5609.423,6948.537,9160.272,7290.657,23987.696,10418.314,2166.137,2148.908,1652.011,4124.705,5265.263,5537.347786,6473.157762,9725.55313,4017.158925,11332.71863,10839.93094,15323.93392,9821.661858,5065.335542,11758.99401,3260.164342,11516.86146,11716.58357,6649.187838,4722.648813,6782.348887,15087.39835
6,country,"Bolivia, Plurinational State of",67,95.7,122.0999999,123.5999999,130.1999999,374.3,429.3,854,1026.05,1010.488,736.404606,705.765957,676.570098,197.401006,85.4599749,-238.62,280.8633459,366.2942415,512.5730171,423.0290749,642.9479894,858.9410703,1059.965391,1749.557976,656.566,554.644,335.3655304,712.4741377,302.3687813,-216.6368431,-1129.487271,583.5764247,-26.3584197
6,country,Brazil,988.7999999,1102.2,2061,1290.9,2149.9,4405.122,10791.687,18992.934,28855.61,28578.43,32779.24,22457.353,16590.204,10143.525,18145.883,15066.292,18822.208,34584.901,45058.156,25948.58,77686.848,97421.786,82059.83,59089.345,63845.886,49961.36699,53700.38366,66584.92744,59802.40649,65386.04132,28318.45132,50651.17028,86050.35897
6,country,Chile,661.2,822.1,935.2999999,1034.2,2583,2956.1,4814.616,5271.4,4627.817978,8761.016218,4860,4199.8,2550,4333.669356,7241.04262,7096.890411,7426.274991,12571.55989,15518.19228,14166.41847,15033.19418,22633.6122,26708.10711,26302.62895,25566.07495,19764.0998,10522.71621,6694.604026,13030.51936,14403.4339,10832.5615,13193.97581,19786.00498
6,country,Colombia,500,456.8999999,728.7,959.1,1446.497261,968.3682736,3111.67659,5562.216362,2828.826262,1507.90713,2436.46,2541.943,2133.698,1720.493,3115.636,10235,6751,8886,10564,8035,6430,14647,15040,16210.41902,16168.70171,11620.53265,13857.93772,13700.88045,11298.69277,13989.15403,7458.62498,9381.29061,17047.55184
6,country,Ecuador,126.1795,160.1431,177.8968999,473.725,576.3265,452.4601999,499.6532999,723.9357999,869.9728999,648.4152999,-23.4393679,538.5685751,783.2609999,871.513,836.9395939,493.4138355,271.4288525,193.8725269,1057.36802,308.6108901,165.8663204,646.0773587,567.4103009,727.0642063,776.6489461,1331.303337,764.1908681,629.5824123,1389.198763,979.0204962,1094.685901,647.2981509,788.0578035
6,country,French Guiana,2.02,0.00001,0.16,0.15,0.03,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Guyana,7.9,12.34,146.6059999,69.537,106.694,74.415,92.914,52,44,46,67.0999999,56,43.6,26.1,30,76.7999999,102.4,152.4,178,164,198,246.8,293.66,214.02,255.23,121.7099999,57.99908,212.15138,1231.06,1695.29322,2085.89437,4468.10466,4408.44348
6,country,Paraguay,71.0557999,80.9955999,117.0755,69.6139,122.5459999,94.5,78.9537039,178.7943637,211.5538417,99.9892532,137.9382275,63.0100781,2.0438921,28.460645,69.5565315,41.9990007,161.4294505,452.8372693,308.6400541,92.7149437,627.5079721,674.2378511,769.2626575,500.0737721,663.8619731,443.700093,641.248989,339.5733046,164.3012466,331.7178381,110.0731275,191.5862305,473.5296986
6,country,Peru,41.1,-7,-79,760.589,3289.187,2556.982,3471.149,2139.26,1643.949,1940.009,809.69676,1144.26,2155.837,1335.007073,1599.038389,2578.719365,3466.531061,5490.961307,6923.651285,6430.652961,8454.627588,7682.261109,13622.4851,9826.002544,4536.702254,8206.476795,6458.521858,6530.19282,6761.185789,6241.055656,-416.5735892,5755.361224,11655.58207
6,country,Suriname,-76.7999999,18.5,-54.2999999,-46.6,-30.1999999,-20.6,19.1,-9.1999999,9.0999999,-61.5,-97.2,-26.8,-73.5999999,-76.0999999,-37.3,28,-163.4,-246.7,-231.4,-93.4,-247.7,69.7913232,173.7233341,187.6038596,164.0984156,266.741456,299.9871397,98.2030207,119.19076,-7.7846764,0.3488434,-124.0453495,7.2837788
6,country,Uruguay,41.5399999,32.34,11.3,101.5,154.5,156.5999999,136.8,126.4,164.0999999,235.264,273.4909999,296.7938588,193.748912,416.4075212,332.3694883,847.4002046,1493.492445,1329.464293,2105.688028,1528.59124,2289.105601,2504.112903,2216.015647,4250.830992,2235.822622,1085.404479,-1821.102543,-590.4510273,-11.1216036,2017.681044,753.2187613,2241.484491,3838.745569
6,country,"Venezuela, Bolivarian Republic of",778.1919999,231.159,1937.428366,417.553846,813,985,2183,6202,4985,2890,4701,3683,782,2040,1483,2589,-508,3288,2627,-983,1574,5740,5973,2680,-1028,769,1068,-68,886,-1278,-456,-996,941.3333333
5,region,Central America,3055.543,5273.173,4980.093,5069.585,11837.087,10365.1235,10308.533,14990.857,16659.7722,16380.99041,20612.16293,32425.08641,26201.222,20777.08052,28576.55063,30064.59115,27379.64773,40128.40718,37412.91518,22492.25057,33580.4586,34730.33379,30998.29624,58441.18772,42132.08107,47114.05718,41831.46804,45327.34907,45058.74856,44007.61109,32577.37709,42562.00626,44480.34089
6,country,Belize,19,15.05,17.8,13.59999995,18.814,20.76249995,16.57999995,11.946,18.98599995,53.579,23.341,61.16299995,25.46099995,-10.925,111.496,126.9085,108.8285,143.1405,169.6685,108.84,97.2205,95.3485252,189.2014088,95.15672405,152.7437804,64.6148159,43.987411,24.4946865,118.275547,93.9102417,76.2028135,125.495495,133.5564676
6,country,Costa Rica,162.4,178.4,226,246.6999999,297.6,336.8999999,427,406.8999999,611.7,619.4692119,666.9437816,608.6484868,824.6261684,692.1110081,975.9076527,1364.133914,1702.496736,2088.469427,2319.941177,1443.569702,1683.545245,2461.4832,2258.090032,2741.091777,2926.64577,2751.878481,2203.948381,2778.314023,2487.180401,2812.261288,1762.655392,3231.05176,3045.035222
6,country,El Salvador,1.8999999,25.1999999,15.3,16.3999999,0,38,0,59,1102.7,215.8,173.4,279,470.1999999,141.6999999,363.1999999,511.1,241.0999999,1550.6,903.1,365.8,-230.3,218.5,466.84142,179.20832,306.33942,396.61577,347.4248,889.07292,826.01,636.16817,293.44233,314.47614,-99.10179
6,country,Guatemala,59.2999999,90.4,94.0999999,142.488,65.0999999,75.2999999,76.7999999,84.5,672.7999999,154.5999999,229.5999999,498.5,205.3,263.3,296,508.3,591.6,745.2,737.61109,522.32412,658.31247,1219.22906,1270.14513,1479.31272,1442.35365,1230.89472,1174.37206,1130.01766,980.65193,976.14102,934.87964,3461.7743,1352.40938
6,country,Honduras,43.5,52.1,47.6,52.1,41.5,69.4,90,127.652,99.0212,237.3372,381.6591485,304.2429233,275.167835,402.7795158,546.7,599.8,669.1,927.5,1006.4,508.8,969.2,1014.4,1058.5,1059.7,1417.4,1203.5,1139.4,1175.8,961.3,498.1,418.6,738.7,822.6
6,country,Mexico,2633.238,4761.498,4392.799,4388.801,10972.501,9526.3,9185.451,12829.556,12756.765,13935.805,18246.819,30056.232,24097.967,18269.315,25014.14697,25795.64874,21232.42249,32393.19726,29502.19441,17849.71675,27189.28039,25632.373,21769.31825,48354.41818,30351.09846,35943.75339,31187.83539,34012.41041,34097.22721,34567.04635,28195.14663,31543.45746,35291.61836
6,country,Nicaragua,0.67,42,42,40,40,75.4,97,172.0999999,194.6999999,300,266.5,150.1999999,203.9,201.3,250,241.0999999,286.7999999,381.6999999,627.2999999,433.8999999,489.9,936.3,775.7,965.1,1076.8,967,989.1,1035.4,837.6,503,746.5,1220.1,1293.8
6,country,Panama,135.535,108.525,144.494,169.496,401.572,223.061,415.702,1299.203,1203.1,864.3999999,623.8999999,467.1,98.5999999,817.5,1019.1,917.6,2547.3,1898.6,2146.7,1259.3,2723.3,3152.7,3210.5,3567.2,4458.7,4555.8,4745.4,4281.839373,4750.503477,3920.984022,149.9502883,1926.951112,2640.423253
4,region,Caribbean,437.1,486.8999998,551.2999999,706.8999999,854.9391164,864.7999999,640.5999998,1627.5,1811.56,2534.8,2116.322638,2532.84,2192,2155.8,2514.643,2770.884,3010.1,3438.4,7137.2,3470.87,2978.7744,2654.947454,1807.385799,1567.201536,3551.062247,3412.387609,3415.978537,4363.512651,2714.734902,3945.38832,3905.489008,2560.197348,3916.091272
5,country,Anguilla,10.82,6.114814815,15.42222222,6.466666667,11.14444444,17.58148144,33.22962959,21.24444441,28.06296296,38.01111111,39.71378519,29.61888889,33.2382333,29.3922963,91.75051852,118.5841333,143.1829889,120.132137,100.84921,43.591651,11.40515059,38.91734444,43.54384444,56.47081907,75.36821174,102.2383474,114.8379015,97.16747778,211.9930833,148.0220496,76.81244074,114.2341667,140.9976522
5,country,Antigua and Barbuda,58.75,54.79259259,19.64814811,15.2407407,24.78888889,31.48518519,19.35185185,22.94444444,22.77407404,51.79142222,43.11592593,98.45222222,65.86506481,166.3211437,80.36658519,220.9633741,358.8201637,338.2047333,158.7837744,80.64665256,96.67920774,65.1605963,133.0708426,94.6625263,46.26310104,114.02466,97.4319763,151.2716281,204.6085267,128.2509944,77.20953519,244.5806563,195.8505674
5,country,Aruba,130.5029999,184.749,-16.25698324,-2.569832346,-58.77094972,1.117318436,84.46927369,195.9217877,83.57541894,467.5418994,-127.9329609,-266.9273743,332.122905,159.7765363,-105.6523806,-207.0427813,221.3477602,-469.7375912,19.55307263,-10.7014114,236.8715084,489.4972067,-316.4245809,227.3184357,208.3240223,-26.87150838,27.54189939,87.86227911,110.1756501,-136.1165829,137.1834721,143.0475383,253.3748167
5,country,Bahamas,-17.3,-1.3,0.3,27.1,23.3999999,106.8,87.7999999,210,847.0085874,781.8999999,609.192,587.0059999,353.7069999,713.259,803.7469999,1054.312966,1492.101524,1622.819861,1512.311268,645.7025135,1097.18766,1408.799445,1033.507246,1590.44273,3550.967341,712.5639043,1259.53092,901.4482022,947.4300315,610.9571738,896.7839201,1185,1254.831913
5,country,Barbados,11.21328275,7.42492125,14.44999995,9.40211385,12.94999995,11.80375015,15.83648405,18.20349905,29.1604822,37.5395051,73.6969439,91.5049109,228.3432538,184.7012886,228.3345,390.0613959,342.2674982,476.404577,615.1228846,255.2919111,446.3386889,455.8311553,526.876534,117.802151,592.4383514,417.9065689,269.3349267,206.1573627,241.5964999,215.3701286,262.1,238.7350643,200
5,country,British Virgin Islands,18.35,4.86,-131.22,675.98,677.5099999,-576.71,1109.55,3636.65,8777.51871,7915.398866,8073.327,3791.26,5451.882,9660.121,28309.656,-7142.639,12029.088,37163.179,52554.448,42212.878,42386.82491,50788.16114,61121.51045,104804.7644,40462.00721,66712.74157,49022.94594,39609.97133,34389.70912,39103.36161,39619.63521,39361.49841,38118.55109
5,country,Cayman Islands,49.0399999,-8.5399999,27.4899999,459.7599999,467.0699999,50.31,1231.71,3150.87,4354.11,6475.83,9358.723,2133.108,2802.975,2602.57,3703.461,9506.484,24820.937,28210.535,19555.735,20298.045,20965.96264,31131.85511,21489.60474,34907.99432,46040.60977,80501.52546,58815.59079,15173.39523,20680.81178,28165.12898,23621.04943,25893.08921,24590.01985
5,country,Curaçao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.698324,146.5363128,55.25139665,34.25597983,50.85263207,54.68990838,-15.01993162,150.1024936,146.4349327,133.0464049,172.678986,0,203.2304536,155.7432563,145.7004007,140.6797166
5,country,Dominica,7.5599999,15.22037033,20.38148148,13.2,22.6,54.09259259,17.8,21.11481478,6.511111111,17.95555552,17.59629626,17.11592593,20.11063704,31.47214074,26.17394815,19.23555926,25.90752589,40.48677478,56.54826293,57.23550037,42.8602237,34.56334296,58.52277037,23.34833667,12.34989281,7.160376667,42.26492593,22.67720778,78.28317185,63.03978852,21.53503778,33.77893111,28.21516222
5,country,Dominican Republic,132.8,145,179.6999999,189.3,206.8,414.3,96.5,420.6,699.7999999,1337.8,952.9299999,1079.1,916.7999999,613,909.0399999,1122.7,1084.6,1667.4,2870,2165.4,2023.7,2276.7,3142.4,1990.5,2208.5,2204.9,2406.7,3570.7,2535.3,3021,2559.6,3196.8,4010.4
5,country,Grenada,13.14,15.27407407,22.58148144,20.24814815,19.31111111,19.97777774,16.96296293,33.5,48.68518515,41.55185185,37.40740741,58.74814815,54.48888889,89.16666667,65.0143333,70.15712959,89.78714811,156.5547966,134.8325833,102.5563629,60.42086111,42.6481837,31.48986296,113.0915092,83.73682437,154.2688352,109.4162037,153.2783696,185.9906963,204.0780041,136.4899081,139.7656204,159.967673
5,country,Guadeloupe,0,0,0,0,0,0,0,0,0,0,1.8426385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,country,Haiti,8,13.6,-1.8,-2.2,-2.7999999,7.4,4.0999999,4,10.76,30,13.25,4.94,5.7,13.7999999,5.9,26,160.5999999,74.5,29.8,55.4699999,178,119,156,161.9199999,99,105.68,104.9,374.86,105,75,25,51.299,39.3032
5,country,Jamaica,174.9,171.1999999,190.4,139.1999999,129.6999999,147.4,183.6999999,203.3,369.1,523.7,468.8,613.8999999,478.8,720.7,601.6029999,682.484,882.2,866.5,1436.6,540.8999999,227.6743999,218.1999999,413.3334481,544.7475618,582.1487416,924.9778637,927.976719,888.8352285,774.6206031,665.415555,265.1005536,320.48,359.5146667
5,country,Martinique,12,13,12,8,0.2391164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,country,Montserrat,9.58,8.02962963,4.614814815,4.859259222,7.166666667,3.033333333,-0.3185185185,2.566666667,2.566666667,8.214814815,2.292592593,0.5285184815,0.6396455185,2.080622222,2.338296667,5.437660741,3.990515185,6.845127,12.68210741,2.561496296,3.550085148,2.463851481,2.610004407,3.732109963,5.047356259,4.710287407,3.74896037,3.43928963,3.318871481,1.118358889,2.938222963,2.437931852,2.374176296
